pm\mA;1;0.9;0.8;0.7;0.6;0.5;0.4;0.3;0.2;0.1
108.8;40.6;36.64;32.69;28.73;24.78;20.82;16.87;12.91;8.96;5
109.7;38.8;34.95;31.1;27.25;23.4;19.55;15.7;11.85;8;4.15
110.7;43.65;39.42;35.19;30.97;26.74;22.51;18.28;14.06;9.83;5.6
111.7;35.45;32.12;28.79;25.47;22.14;18.81;15.48;12.16;8.83;5.5
112.6;37;33.41;29.82;26.23;22.64;19.06;15.47;11.88;8.29;4.7
113.6;36.15;32.61;29.07;25.53;21.99;18.46;14.92;11.38;7.84;4.3
114.6;32.7;29.59;26.49;23.38;20.28;17.17;14.07;10.96;7.86;4.75
115.5;34.85;31.63;28.42;25.2;21.98;18.77;15.55;12.33;9.12;5.9
116.5;37.1;33.45;29.8;26.15;22.5;18.85;15.2;11.55;7.9;4.25
117.5;33.85;30.62;27.39;24.17;20.94;17.71;14.48;11.26;8.03;4.8
118.4;33.6;30.49;27.39;24.28;21.18;18.07;14.97;11.86;8.76;5.65
119.4;33.1;29.94;26.78;23.62;20.46;17.29;14.13;10.97;7.81;4.65
120.4;36.1;32.59;29.09;25.58;22.08;18.57;15.07;11.56;8.06;4.55
121.3;35.6;32.08;28.57;25.05;21.53;18.02;14.5;10.98;7.47;3.95
122.3;35.15;31.76;28.37;24.98;21.59;18.21;14.82;11.43;8.04;4.65
